District,year,Year_kharif,Area_Hec_Rice,Prod_Ton_Rice,Yield_Rice,total_agr_Area_hect,rice_area_pct
Faizabad,2017,2017 - 2018,"1,01,927.00","2,63,889.00",2.59,"1,30,306",0.782212638
Faizabad,2018,2018 - 2019,"97,493.00","2,87,312.00",2.95,"1,25,397",0.77747474
Faizabad,2019,2019 - 2020,"96,123.00","2,84,140.00",2.96,"1,26,322",0.760936337
Faizabad,2020,2020 - 2021,"98,379.00","2,82,938.00",2.88,"1,70,537",0.576877745
Faizabad,2021,2021 - 2022,"1,00,263.00","2,54,568.00",2.54,"2,80,068",0.357995201
Farrukhabad,2010,2010 - 2011,"14,963.00","24,075.00",1.61,"68,616",0.218068672
Farrukhabad,2011,2011 - 2012,"14,915.00","33,469.00",2.24,"64,489",0.231279753
Farrukhabad,2012,2012 - 2013,"15,283.00","42,471.00",2.78,"65,492",0.233356746
Farrukhabad,2013,2013 - 2014,"16,524.00","44,202.00",2.68,"72,195",0.228880116
Farrukhabad,2014,2014 - 2015,"11,900.00","33,213.00",2.79,"57,296",0.207693382
Farrukhabad,2015,2015 - 2016,"11,049.00","24,816.00",2.25,"64,869",0.170327892
Farrukhabad,2016,2016 - 2017,"16,441.00","43,421.00",2.64,"69,084",0.237985641
Farrukhabad,2017,2017 - 2018,"14,261.00","43,082.00",3.02,"65,202",0.218720285
Farrukhabad,2018,2018 - 2019,"14,095.00","42,609.00",3.02,"64,877",0.217257271
Farrukhabad,2019,2019 - 2020,"13,928.00","52,690.00",3.78,"70,061",0.19879819
Farrukhabad,2020,2020 - 2021,"13,842.00","44,987.00",3.25,"61,974",0.223351728
Farrukhabad,2021,2021 - 2022,"13,551.00","39,718.00",2.93,"1,17,188",0.115634707
Fatehpur,2010,2010 - 2011,"63,527.00","1,34,105.00",2.11,"1,33,075",0.477377419
Fatehpur,2011,2011 - 2012,"77,736.00","1,82,446.00",2.35,"1,41,631",0.54886289
Fatehpur,2012,2012 - 2013,"77,164.00","1,89,515.00",2.46,"1,41,972",0.543515623
Fatehpur,2013,2013 - 2014,"86,459.00","2,25,226.00",2.61,"1,44,034",0.600267992
Fatehpur,2014,2014 - 2015,"80,702.00","1,57,046.00",1.95,"1,44,359",0.559036846
Fatehpur,2015,2015 - 2016,"81,949.00","1,67,750.00",2.05,"1,47,593",0.555236359
Fatehpur,2016,2016 - 2017,"86,789.00","2,15,671.00",2.49,"1,52,523",0.569022377
Fatehpur,2017,2017 - 2018,"82,064.00","2,16,649.00",2.64,"1,42,965",0.574014619
Fatehpur,2018,2018 - 2019,"83,788.00","2,44,493.00",2.92,"1,36,431",0.614141947
Fatehpur,2019,2019 - 2020,"80,346.00","2,41,199.00",3,"1,44,232",0.557060846
Fatehpur,2020,2020 - 2021,"82,279.00","2,41,324.00",2.93,"1,40,360",0.586199772
Fatehpur,2021,2021 - 2022,"84,644.00","2,38,273.00",2.82,"2,51,605",0.336416208
Firozabad,2010,2010 - 2011,"19,919.00","54,976.00",2.76,"99,141",0.200915867
Firozabad,2011,2011 - 2012,"25,410.00","72,164.00",2.84,"1,00,055",0.253960322
Firozabad,2012,2012 - 2013,"19,297.00","54,726.00",2.84,"97,379",0.198163875
Firozabad,2013,2013 - 2014,"21,599.00","59,354.00",2.75,"1,04,350",0.206986104
Firozabad,2014,2014 - 2015,"23,319.00","56,619.00",2.43,"1,13,713",0.205068902
Firozabad,2015,2015 - 2016,"23,517.00","56,370.00",2.4,"1,07,744",0.218267375
Firozabad,2016,2016 - 2017,"24,144.00","61,398.00",2.54,"1,09,047",0.221409117
Firozabad,2017,2017 - 2018,"22,529.00","61,662.00",2.74,"1,18,129",0.190715235
Firozabad,2018,2018 - 2019,"22,613.00","61,779.00",2.73,"1,07,976",0.209426169
Firozabad,2019,2019 - 2020,"22,723.00","64,533.00",2.84,"1,11,988",0.202905668
Firozabad,2020,2020 - 2021,"25,195.00","66,968.00",2.66,"1,11,778",0.225402136
Firozabad,2021,2021 - 2022,"23,264.00","59,044.00",2.54,"2,18,452",0.106494791
Gautam Buddha Nagar,2010,2010 - 2011,"23,459.00","48,701.00",2.08,"30,181",0.777277095
Gautam Buddha Nagar,2011,2011 - 2012,"22,276.00","49,809.00",2.24,"27,872",0.799225029
Gautam Buddha Nagar,2012,2012 - 2013,"23,455.00","49,772.00",2.12,"29,350",0.799148211
Gautam Buddha Nagar,2013,2013 - 2014,"13,750.00","33,660.00",2.45,"28,744",0.478360701
Gautam Buddha Nagar,2014,2014 - 2015,"22,522.00","62,701.00",2.78,"26,971",0.835045048
Gautam Buddha Nagar,2015,2015 - 2016,"26,352.00","68,937.00",2.62,"31,569",0.834742944
Gautam Buddha Nagar,2016,2016 - 2017,"15,368.00","37,498.00",2.44,"29,513",0.520719683
